% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=897942, Fri Sep 15 13:12:06 2023
1 7 -0.1948593707607293 -0.16611444537437994 0.09431642720322558 0.1523817926760781 0.8872511618562124 0.9607571918005119 1.1356632397803477
2 14 -0.1948593707607293 -0.16611444537437994 0.09431642720322558 0.1523817926760781 0.8872511618562124 0.9607571918005119 1.1356632397803477
3 21 -0.1948593707607293 -0.16611444537437994 0.09431642720322558 0.1523817926760781 0.8872511618562124 0.9607571918005119 1.1356632397803477
4 28 -0.12539728464719777 -0.08813363655571957 0.44521784772916745 0.5857380277326516 0.6290824128353903 1.0048247838512734 1.2627677821434335
5 35 -0.12539728464719777 -0.08813363655571957 0.44521784772916745 0.5857380277326516 0.6290824128353903 1.0048247838512734 1.2627677821434335
6 42 -0.12539728464719777 -0.08813363655571957 0.44521784772916745 0.5857380277326516 0.6290824128353903 1.0048247838512734 1.2627677821434335
7 49 0.09588108847093679 0.10194496448176156 0.48026161649691557 0.6003032911578088 0.6318154285036949 0.9817645461332658 1.2794325461939893
8 56 0.09588108847093679 0.10194496448176156 0.48026161649691557 0.6003032911578088 0.6318154285036949 0.9817645461332658 1.2794325461939893
9 63 0.09588108847093679 0.10194496448176156 0.48026161649691557 0.6003032911578088 0.6318154285036949 0.9817645461332658 1.2794325461939893
10 70 0.005469006101985889 0.010593002558078357 0.6290493895790349 0.8300775221299279 0.41190948571886754 0.999829088387062 1.3530234179754297
11 77 0.005469006101985889 0.010593002558078357 0.6290493895790349 0.8300775221299279 0.41190948571886754 0.999829088387062 1.3530234179754297
12 84 0.005469006101985889 0.010593002558078357 0.6290493895790349 0.8300775221299279 0.41190948571886754 0.999829088387062 1.3530234179754297
13 91 0.04069162593921428 0.07095860653178968 0.7223485173178555 0.909211506987302 0.28757627051475293 0.9929698723408967 1.3897160577830743
14 98 0.04069162593921428 0.07095860653178968 0.7223485173178555 0.909211506987302 0.28757627051475293 0.9929698723408967 1.3897160577830743
15 105 0.04069162593921428 0.07095860653178968 0.7223485173178555 0.909211506987302 0.28757627051475293 0.9929698723408967 1.3897160577830743
