% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=321746, Wed Sep 20 16:34:36 2023, <python>{}</python>
1 7 0.6574697175400439 0 0 0.6591874855483618 0.7417792574641995 0.6191896672004292
2 14 0.8717685020512392 0 0 0.9741538517614731 0.8536724497781324 0.8326059381962659
3 21 1.2400789054813794 0 0 1.602660218121026 1.0228258075530159 1.2782540480841018
4 28 1.1507058286171914 0 0 1.4711863597682382 0.8576842817608071 1.175055209947716
5 35 1.148321528032051 0 0 1.4332644895213134 0.776775902632238 1.2124904660454172
6 42 1.060763448747364 0 0 1.235364528071388 0.6507845753749391 1.0495623364373061
7 49 1.1585356182107749 0 0 1.3178096293279788 0.616179931552221 1.359447031055354
8 56 0.9784672903204717 0 0 0.973002771917703 0.5170770303879423 1.1235218639228133
9 63 1.0112382156935438 0 0 1.1211276267916794 0.46146546787459886 1.1305907290187436
10 70 1.016278315121804 0 0 1.2539622182855654 0.42958981399002927 1.085427434351418
11 77 1.0163838716471927 0 0 1.3639253758954486 0.4277090887714465 1.1472684903722958
12 84 1.026173891742491 0 0 1.651760726424292 0.4694737971933206 1.0414585394876024
13 91 0.9710183979329132 0 0 1.5288432439887758 0.43016001962240735 0.9739807845076298
14 98 0.8988331197420371 0 0 1.472865010404648 0.39199032162262704 0.8618441789307456
15 105 0.7778683564554661 0 0 1.2670518110302886 0.3484398371166934 0.6962779231009801
16 112 0.6260245903256066 0 0 0.9444401893318323 0.2553696789433789 0.4974716618840591
17 119 0.5640714826041846 0 0 0.8795952556778229 0.23782158205536677 0.4535114019505163
18 126 0.5155946909741652 0 0 0.8462060082798167 0.22364469458256667 0.39697836747947507
19 133 0.4315367346754228 0 0 0.6661498950290037 0.16734292151680322 0.31014097412304487
20 140 0.44958506886430005 0 0 0.6218473744481771 0.15823598414884824 0.2999814906413747
21 147 0.4553393345788441 0 0 0.6860212822574164 0.1648087077261916 0.2663779206465418
22 154 0.4615763239267198 0 0 0.7277544728618124 0.162438971618707 0.3112264041696451
23 161 0.45465938464920397 0 0 0.7243520784168507 0.16378920697160548 0.3119361607654336
24 168 0.3940214897839 0 0 0.5929133945845513 0.14127211921352903 0.2527007645170105
25 175 0.31531070968642844 0 0 0.4862064871192592 0.11351704026520759 0.19321968141747398
26 182 0.32097839087138264 0 0 0.5438337330670228 0.1179452120455558 0.19879857053260205
27 189 0.26699670628876887 0 0 0.460048702131908 0.09977091661104705 0.16940559942458167
28 196 0.2538381039726241 0 0 0.44695719877636114 0.10288431362236777 0.15365262808292313
29 203 0.19273376320824115 0 0 0.32268156263246006 0.07591462692552726 0.1151599276580265
